1001,Q16521,1
1001,Q98966309,1
1001,Q3624078,5
1001,Q6256,6
1001,Q822715,2
1001,Q484170,1
1001,Q21473954,1
1001,Q476028,1
1001,Q473972,1
1001,Q28872924,1
1001,Q2074737,4
1001,Q33146843,1
1001,Q5,3
1001,Q23702033,1
1001,Q515,4
1001,Q1549591,2
1001,Q1637706,1
1001,Q5119,1
1001,Q486972,2
1001,Q34770,1
1001,Q45762,1
1001,Q38058796,1
1001,Q83365404,1
1001,Q318727,3
1001,Q8432,2
1001,Q41710,1
1001,Q11042,2
1001,Q20181813,1
1001,Q51576574,2
1001,Q7270,2
1001,Q31629,1
1001,Q4356073,1
1001,Q212434,1
1001,Q10742,2
1001,Q2736168,2
1001,Q3024240,1
1001,Q21512251,1
1001,Q104117291,2
1001,Q1250464,1
1001,Q1093829,1
1001,Q62049,1
1001,Q13218391,1
1001,Q3502482,1
1001,Q1620908,1
1001,Q34442,1
1001,Q512187,1
1001,Q5255892,1
1001,Q1520223,1
1001,Q6266,1
1001,Q48349,2
1001,Q611214,1
1001,Q56242215,1
1002,Q12308941,47
1002,Q34770,430
1002,Q1288568,370
1002,Q83365345,51
1002,Q483242,1
1002,Q5,500
1002,Q152559,34
1002,Q33742,22
1002,Q11177771,1
1002,Q198,37
1002,Q1620908,2
1002,Q82794,2
1002,Q33384,57
1002,Q11424,5
1002,Q1437361,1
1002,Q160742,1
1002,Q368290,1
1002,Q109509795,1
1002,Q1194970,1
1002,Q10689397,1
1002,Q723685,1
1002,Q841645,1
1002,Q4830453,5
1002,Q891723,1
1002,Q2315359,10
1002,Q124734,4
1002,Q83365404,24
1002,Q618779,3
1002,Q28640,12
1002,Q215380,21
1002,Q5919191,2
1002,Q839470,5
1002,Q45762,37
1002,Q436240,36
1002,Q38058796,25
1002,Q5741069,3
1002,Q1208380,4
1002,Q108709,1
1002,Q1130279,6
1002,Q25295,31
1002,Q18669875,2
1002,Q2312410,1
1002,Q1323212,1
1002,Q4085712,6
1002,Q178561,71
1002,Q294414,13
1002,Q1144991,2
1002,Q337657,1
1002,Q1322198,1
1002,Q7725634,7
1002,Q83365347,43
1002,Q23442,2
1002,Q46395,1
1002,Q56061,2
1002,Q3329375,6
1002,Q862597,1
1002,Q188451,4
1002,Q1127126,2
1002,Q1439691,2
1002,Q2465832,4
1002,Q22811234,1
1002,Q375843,1
1002,Q56816954,3
1002,Q82799,10
1002,Q484170,2
1002,Q1261499,5
1002,Q190752,1
1002,Q4164871,45
1002,Q188055,12
1002,Q83365366,30
1002,Q33289,15
1002,Q1614849,2
1002,Q902104,1
1002,Q23002054,2
1002,Q63032896,2
1002,Q7210356,4
1002,Q105765460,1
1002,Q47913,2
1002,Q20858006,1
1002,Q20857065,1
1002,Q5398426,12
1002,Q10358588,1
1002,Q16274795,1
1002,Q921773,1
1002,Q168247,2
1002,Q2656967,3
1002,Q210112,1
1002,Q28598684,1
1002,Q4671286,2
1002,Q56019,5
1002,Q33681,1
1002,Q216353,3
1002,Q581714,3
1002,Q43229,9
1002,Q106036398,2
1002,Q1075106,1
1002,Q2385804,1
1002,Q615150,1
1002,Q3918,2
1002,Q4508,2
1002,Q196600,4
1002,Q917182,1
1002,Q2772772,1
1002,Q23002039,1
1002,Q7889,2
1002,Q6979593,3
1002,Q101352,11
1002,Q35657,9
1002,Q49773,2
1002,Q831663,7
1002,Q11455398,2
1002,Q229390,4
1002,Q202866,2
1002,Q4536543,3
1002,Q201658,1
1002,Q645883,5
1002,Q66811410,1
1002,Q12737077,3
1002,Q108300140,2
1002,Q3922583,1
1002,Q29168811,2
1002,Q744026,1
1002,Q952037,1
1002,Q61566,3
1002,Q515,5
1002,Q1066984,1
1002,Q738570,1
1002,Q180673,1
1002,Q17601336,1
1002,Q21503295,1
1002,Q7897276,1
1002,Q15632617,12
1002,Q15773347,3
1002,Q14514600,1
1002,Q14623646,1
1002,Q202444,5
1002,Q215844,5
1002,Q5398059,1
1002,Q874405,1
1002,Q2915955,1
1002,Q10429667,1
1002,Q786820,1
1002,Q14831768,2
1002,Q1114461,3
1002,Q15711870,6
1002,Q63998451,3
1002,Q1569167,2
1002,Q1975749,1
1002,Q88904619,2
1002,Q408804,1
1002,Q273976,1
1002,Q180684,12
1002,Q483247,1
1002,Q20644555,1
1002,Q1451906,1
1002,Q708676,1
1002,Q17166756,1
1002,Q219575,1
1002,Q11514315,4
1002,Q6428674,1
1002,Q28110087,1
1002,Q349,1
1002,Q62078547,1
1002,Q11344,2
1002,Q60031086,1
1002,Q176799,4
1002,Q1898583,1
1002,Q177716,1
1002,Q532,1
1002,Q11862829,8
1002,Q336,1
1002,Q3953107,2
1002,Q29517555,2
1002,Q4004706,2
1002,Q4120211,1
1002,Q3623811,1
1002,Q1335818,1
1002,Q1048835,2
1002,Q170156,2
1002,Q15056993,1
1002,Q171263,9
1002,Q13406463,9
1002,Q650051,3
1002,Q1137468,3
1002,Q1079490,1
1002,Q31629,3
1002,Q4356073,1
1002,Q212434,2
1002,Q33648,4
1002,Q13417114,2
1002,Q241317,1
1002,Q72610003,1
1002,Q59152282,1
1002,Q559856,1
1002,Q847017,1
1002,Q15944511,1
1002,Q41397,3
1002,Q13634374,1
1002,Q7278,8
1002,Q6881511,1
1002,Q26236686,1
1002,Q178193,1
1002,Q22222786,1
1002,Q239582,1
1002,Q37726,4
1002,Q17505024,3
1002,Q1752939,2
1002,Q1093829,6
1002,Q1320047,1
1002,Q1114515,1
1002,Q17279032,7
1002,Q3624078,9
1002,Q123480,2
1002,Q6256,6
1002,Q4502119,1
1002,Q1317848,1
1002,Q67376938,1
1002,Q11879590,6
1002,Q105550488,3
1002,Q107120393,1
1002,Q58483083,2
1002,Q1393724,3
1002,Q108788952,1
1002,Q28790362,1
1002,Q328468,1
1002,Q33506,1
1002,Q153813,1
1002,Q718893,2
1002,Q1107679,1
1002,Q1762059,1
1002,Q41710,2
1002,Q8465,5
1002,Q847301,1
1002,Q67484198,1
1002,Q27863646,1
1002,Q63046488,1
1002,Q645304,2
1002,Q9822982,1
1002,Q13406660,1
1002,Q2139567,1
1002,Q40357,2
1002,Q194188,1
1002,Q31855,1
1002,Q1192221,1
1002,Q1667921,3
1002,Q1351282,1
1002,Q486972,1
1002,Q219087,1
1002,Q25906438,1
1002,Q33705,1
1002,Q41176,1
1002,Q210999,1
1002,Q24354,1
1002,Q64578911,1
1002,Q4316069,3
1002,Q96239200,1
1002,Q2223653,2
1002,Q207320,2
1002,Q25110269,1
1002,Q24869,2
1002,Q27062253,1
1002,Q19953632,1
1002,Q143467,2
1002,Q245065,4
1002,Q484652,2
1002,Q100906234,1
1002,Q3024240,7
1002,Q4204501,1
1002,Q33146,1
1002,Q1968122,1
1002,Q66765217,1
1002,Q336473,1
1002,Q163740,1
1002,Q366301,2
1002,Q327541,1
1002,Q95993050,1
1002,Q3355750,1
1002,Q2001676,2
1002,Q467011,2
1002,Q3354903,1
1002,Q1546073,1
1002,Q1899269,1
1002,Q623179,1
1002,Q34049,4
1002,Q1208366,1
1002,Q33430,3
1002,Q62049,4
1002,Q1827102,4
1002,Q781132,3
1002,Q47471992,1
1002,Q623109,1
1002,Q13406554,2
1002,Q170584,2
1002,Q2418896,1
1002,Q8514,1
1002,Q1483833,2
1002,Q4271324,1
1002,Q25810847,3
1002,Q2104078,1
1002,Q15773317,6
